V3_gene	V4_gene	Sequence_change_or_not_in_two_versions	Method	Type
GRMZM2G046297	Zm00001d029258	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G046306	Zm00001d008928	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046313	Zm00001d006207	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046316	Zm00001d046178	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046317	7:61521556-61522502	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G046321	Zm00001d052207	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046326	3:213526141-213526540	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G046331	Zm00001d037852	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G046348	Zm00001d051405	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046353	Zm00001d052208	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046355	Zm00001d039321	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046359	8:22397845-22398477	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G046371	Zm00001d040072	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046382	Zm00001d028557	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046392	4:76792152-76795718	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G046402	Zm00001d003518	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046407	Zm00001d018217	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046418	Zm00001d012460	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046430	Zm00001d034426	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G046431	Zm00001d043215	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G046436	Zm00001d042881	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046438	Zm00001d014117	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046443	Zm00001d031515	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046458	Zm00001d043973	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046459	Zm00001d018214	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046468	Zm00001d006554	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G046472	Zm00001d051406	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046474	Zm00001d006553	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046480	Zm00001d029432	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046498	Zm00001d004716	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046503	Zm00001d049744	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046520	Zm00001d011012	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046528	Zm00001d045523	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046529	Zm00001d018927	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046532	Zm00001d019277	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046537	Zm00001d010424	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046558	Zm00001d011891	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046574	Zm00001d052678	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046576	Zm00001d037422	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046583	Zm00001d025412	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046587	Zm00001d017770	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046590	Zm00001d001765	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G046600	Zm00001d020362	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046601	Zm00001d048050	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046609	Zm00001d041844	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046615	Zm00001d015053	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046618	Zm00001d045048	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046622	Zm00001d030388	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046644	9:25391992-25392366	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G046658	Zm00001d030421	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046669	Zm00001d045135	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046676	Zm00001d000202	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046679	Zm00001d028556	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046681	Zm00001d044513	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046686	Zm00001d037861	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046700	Zm00001d032906	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046729	Zm00001d048053	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046733	Zm00001d002018	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G046743	Zm00001d049640	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046748	Zm00001d017769	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046750	Zm00001d018926	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046755	Zm00001d025899	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046776	Zm00001d018925	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G046782	Zm00001d025900	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046804	Zm00001d049641	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046816	Zm00001d053179	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046824	Zm00001d010152	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G046829	Zm00001d021863	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046841	Zm00001d025913	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046846	Zm00001d042669	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046848	Zm00001d029829	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046849	Zm00001d033787	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046861	Zm00001d024318	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046885	Zm00001d018142	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046888	Zm00001d027610	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046900	Zm00001d003504	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046907	Zm00001d043192	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046909	Zm00001d017768	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046911	Zm00001d043193	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046916	Zm00001d021864	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046919	Zm00001d027611	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046924	Zm00001d040515	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046932	Zm00001d027612	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046933	Zm00001d006521	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046947	Zm00001d030070	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046952	Zm00001d025901	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046961	Zm00001d005628	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046966	Zm00001d033788	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046968	Zm00001d001952	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G046994	Zm00001d049925	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047002	Zm00001d027613	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047018	Zm00001d001951	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047019	Zm00001d032158	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047021	3:191211784-191213189	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G047028	Zm00001d043194	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047038	Zm00001d033825	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047042	Zm00001d041179	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047055	Zm00001d033790	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047065	Zm00001d025361	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047093	Zm00001d044222	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047095	Zm00001d005539	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047097	Zm00001d009978	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047104	Zm00001d045968	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047105	9:44821507-44824579	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G047124	Zm00001d032307	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047128	Zm00001d051365	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G047129	Zm00001d044040	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047131	Zm00001d036202	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047138	Zm00001d045134	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047139	Zm00001d008925	No_change_in_genomic_sequence	Direct_mapping	1-to-many
GRMZM2G047143	Zm00001d025721	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047152	Zm00001d010269	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047153	Zm00001d032347	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047161	Zm00001d009161	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047164	Zm00001d051413	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G047167	Zm00001d051119	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047175	Zm00001d014719	No_change_in_genomic_sequence	Direct_mapping	1-to-many
GRMZM2G047178	Zm00001d045870	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047187	Zm00001d029803	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047204	Zm00001d036201	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047208	Zm00001d051118	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047214	Zm00001d012267	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047219	Zm00001d011069	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047223	Zm00001d034522	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047238	Zm00001d032157	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047255	Zm00001d044038	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047262	Zm00001d043298	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047265	Zm00001d036200	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047272	Zm00001d004629	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047274	Zm00001d043195	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047292	Zm00001d003277	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G047296	Zm00001d036199	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047298	Zm00001d044037	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047299	Zm00001d034521	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047308	Zm00001d036198	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047310	Zm00001d042084	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047316	Zm00001d005185	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047319	Zm00001d052104	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047321	Zm00001d001949	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047324	3:217450531-217451066	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G047347	Zm00001d002694	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047362	Zm00001d041693	No_change_in_genomic_sequence	Direct_mapping	1-to-many
GRMZM2G047365	Zm00001d034600	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047368	Zm00001d019565	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047370	Zm00001d025720	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047372	Zm00001d033818	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047376	Zm00001d046831	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047382	6:32624686-32625965	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G047384	Zm00001d043196	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047404	Zm00001d005542	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047409	Zm00001d042008	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047412	Zm00001d011068	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047414	Zm00001d052103	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G047422	Zm00001d034130	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047431	Zm00001d005498	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047434	Zm00001d041719	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047448	Zm00001d001948	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047456	Zm00001d034129	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047457	Zm00001d042007	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047474	Zm00001d001947	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047476	Zm00001d009319	No_change_in_genomic_sequence	Direct_mapping	many-to-1
GRMZM2G047476	Zm00001d009320	No_change_in_genomic_sequence	Direct_mapping	many-to-1
GRMZM2G047479	Zm00001d011666	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047486	Zm00001d004812	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047509	Zm00001d039253	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047512	Zm00001d003653	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G047513	Zm00001d028153	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047533	Zm00001d049813	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047546	Zm00001d047347	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047564	Zm00001d046456	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047572	Zm00001d042498	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047577	Zm00001d011067	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047588	Zm00001d011066	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047590	Zm00001d001946	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047592	Zm00001d020108	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047600	Zm00001d009066	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047607	Zm00001d038171	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047613	Zm00001d009398	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047616	Zm00001d040627	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047626	Zm00001d041576	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047628	1:283450933-283452906	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G047632	Zm00001d005545	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047637	Zm00001d041345	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047652	Zm00001d043197	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047656	Zm00001d034128	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047677	Zm00001d038436	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047681	Zm00001d003615	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047684	Zm00001d046422	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G047695	Zm00001d044101	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047699	Zm00001d010592	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047705	Zm00001d003652	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047713	Zm00001d005454	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G047715	Zm00001d050834	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047720	Zm00001d037323	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047727	Zm00001d005334	No_change_in_genomic_sequence	Direct_mapping	many-to-1
GRMZM2G047727	Zm00001d005335	No_change_in_genomic_sequence	Direct_mapping	many-to-1
GRMZM2G047732	Zm00001d009162	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G047759	Zm00001d034126	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047762	Zm00001d038437	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047763	Scf_B73V4_ctg142:584948-587094	No_sequence_change_in_v4	CrossMap	1-to-0
GRMZM2G047774	Zm00001d034896	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047777	Zm00001d005980	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047781	Zm00001d030087	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047788	Zm00001d022497	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G047791	Zm00001d049273	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047800	Zm00001d049277	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047813	Zm00001d044246	No_change_in_genomic_sequence	Direct_mapping	1-to-1
GRMZM2G047815	Zm00001d039727	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047818	Zm00001d016266	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047835	Zm00001d031077	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047842	Zm00001d010593	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047851	Zm00001d042810	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G047855	Zm00001d034125	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047860	Zm00001d037220	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047867	Zm00001d046112	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047875	Zm00001d000233	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047889	Zm00001d023723	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047894	Zm00001d047739	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047905	Zm00001d005455	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G047910	Zm00001d005456	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G047918	Zm00001d016262	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047919	Zm00001d040855	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	many-to-1
GRMZM2G047919	Zm00001d040857	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	many-to-1
GRMZM2G047941	Zm00001d037249	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047949	Zm00001d008777	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047951	5:170418903-170420333	No_sequence_change_in_v4	CrossMap	1-to-0
GRMZM2G047954	Zm00001d018779	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047956	9:55241812-55243095	No_sequence_change_in_v4	CrossMap/Mummer	1-to-0
GRMZM2G047961	Zm00001d044093	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047968	Zm00001d031494	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
GRMZM2G047969	Zm00001d036637	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047971	Zm00001d006064	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047995	Zm00001d022493	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G047999	Zm00001d016623	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G048008	Zm00001d005981	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G048010	Zm00001d044094	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G048012	Zm00001d039547	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G048013	Zm00001d007059	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G048022	Zm00001d039726	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G048033	Zm00001d003290	No_change_in_genomic_sequence	Direct_mapping	1-to-many
GRMZM2G048045	Zm00001d051671	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-1
GRMZM2G048047	Zm00001d003290	No_change_in_genomic_sequence	Gene_Tree/Direct_mapping	1-to-many
